Frequency Samples,Real,Imag
-5593.4,-0.728046,0.170582
-5593.3,1.34015,-0.314025
-5593.2,-4.80851,1.12686
-5593.1,-7.74771,1.81585
-5593,10.8639,-2.54647
-5592.9,2.57081,-0.602657
-5592.8,4.74401,-1.11222
-5592.7,2.0632,-0.483765
-5592.6,3.86546,-0.906471
-5592.5,1.7736,-0.415952
-5592.4,3.93425,-0.922775
-5592.3,1.33945,-0.314201
-5592.2,6.23876,-1.46361
-5592.1,-7.74719,1.81769
-5592,-3.83633,0.900197
-5591.9,2.57132,-0.603426
-5591.8,-0.241592,0.056706
-5591.7,2.06317,-0.484281
-5591.6,-0.0330671,0.00776261
-5591.5,1.77329,-0.416328
-5591.4,-0.728568,0.171073
-5591.3,1.33875,-0.314377
-5591.2,-4.80885,1.12937
-5591.1,-7.74667,1.81952
-5591,10.8689,-2.55315
-5590.9,2.57183,-0.604196
-5590.8,4.74425,-1.11468
-5590.7,2.06315,-0.484796
-5590.6,3.86494,-0.908279
-5590.5,1.77299,-0.416704
-5590.4,3.93291,-0.92445
-5590.3,1.33806,-0.314551
-5590.2,6.23437,-1.46573
-5590.1,-7.74615,1.82136
-5590,-3.83476,0.901768
-5589.9,2.57234,-0.604967
-5589.8,-0.241178,0.05672
-5589.7,2.06312,-0.485312
-5589.6,-0.0332003,0.0078108
-5589.5,1.77268,-0.41708
-5589.4,-0.729082,0.171561
-5589.3,1.33736,-0.314727
-5589.2,-4.80918,1.13188
-5589.1,-7.74563,1.8232
-5589,10.874,-2.55983
-5588.9,2.57285,-0.605737
-5588.8,4.74449,-1.11714
-5588.7,2.06309,-0.485827
-5588.6,3.86438,-0.910099
-5588.5,1.77237,-0.417456
-5588.4,3.93157,-0.926124
-5588.3,1.33667,-0.3149
-5588.2,6.22998,-1.46786
-5588.1,-7.7451,1.82503
-5588,-3.83319,0.903338
-5587.9,2.57335,-0.606507
-5587.8,-0.240759,0.0567536
-5587.7,2.06306,-0.486342
-5587.6,-0.033334,0.00785896
-5587.5,1.77206,-0.417832
-5587.4,-0.729608,0.172051
-5587.3,1.33597,-0.315075
-5587.2,-4.80952,1.13439
-5587.1,-7.74458,1.82687
-5587,10.879,-2.56652
-5586.9,2.57386,-0.607278
-5586.8,4.74473,-1.11959
-5586.7,2.06304,-0.486858
-5586.6,3.86382,-0.911926
-5586.5,1.77175,-0.418207
-5586.4,3.93023,-0.927796
-5586.3,1.33528,-0.315249
-5586.2,6.2256,-1.46997
-5586.1,-7.74405,1.8287
-5586,-3.83162,0.904907
-5585.9,2.57437,-0.608049
-5585.8,-0.240325,0.0567613
-5585.7,2.06301,-0.487374
-5585.6,-0.0334685,0.0079076
-5585.5,1.77144,-0.418582
-5585.4,-0.730124,0.172547
-5585.3,1.33458,-0.315422
-5585.2,-4.80985,1.13691
-5585.1,-7.74353,1.83054
-5585,10.8841,-2.57323
-5584.9,2.57488,-0.608821
-5584.8,4.74496,-1.12205
-5584.7,2.06298,-0.487889
-5584.6,3.86327,-0.913757
-5584.5,1.77113,-0.418958
-5584.4,3.92888,-0.929468
-5584.3,1.33389,-0.315596
-5584.2,6.22121,-1.47209
-5584.1,-7.743,1.83237
-5584,-3.83005,0.906475
-5583.9,2.57539,-0.609593
-5583.8,-0.239923,0.0567985
-5583.7,2.06295,-0.488404
-5583.6,-0.033603,0.00795618
-5583.5,1.77082,-0.419332
-5583.4,-0.730648,0.173021
-5583.3,1.33319,-0.315768
-5583.2,-4.81018,1.13942
-5583.1,-7.74248,1.83421
-5583,10.8891,-2.57993
-5582.9,2.57589,-0.610365
-5582.8,4.7452,-1.12451
-5582.7,2.06292,-0.488919
-5582.6,3.86271,-0.915581
-5582.5,1.77051,-0.419708
-5582.4,3.92754,-0.931139
-5582.3,1.3325,-0.315941
-5582.2,6.21683,-1.4742
-5582.1,-7.74195,1.83604
-5582,-3.82848,0.908041
-5581.9,2.5764,-0.611138
-5581.8,-0.239503,0.0568438
-5581.7,2.06289,-0.489434
-5581.6,-0.0337373,0.00800544
-5581.5,1.7702,-0.420083
-5581.4,-0.731161,0.173535
-5581.3,1.3318,-0.316114
-5581.2,-4.8105,1.14193
-5581.1,-7.74142,1.83788
-5581,10.8942,-2.58664
-5580.9,2.57691,-0.61191
-5580.8,4.74543,-1.12697
-5580.7,2.06286,-0.48995
-5580.6,3.86215,-0.917397
-5580.5,1.76989,-0.420457
-5580.4,3.92619,-0.932808
-5580.3,1.3311,-0.316285
-5580.2,6.21244,-1.4763
-5580.1,-7.7409,1.83972
-5580,-3.8269,0.909605
-5579.9,2.57742,-0.612683
-5579.8,-0.239089,0.0568261
-5579.7,2.06283,-0.490466
-5579.6,-0.0338719,0.00805435
-5579.5,1.76958,-0.420832
-5579.4,-0.731693,0.17402
-5579.3,1.33041,-0.316457
-5579.2,-4.81083,1.14445
-5579.1,-7.74037,1.84155
-5579,10.8992,-2.59336
-5578.9,2.57792,-0.613457
-5578.8,4.74566,-1.12942
-5578.7,2.0628,-0.490981
-5578.6,3.86159,-0.91922
-5578.5,1.76927,-0.421206
-5578.4,3.92485,-0.934476
-5578.3,1.32971,-0.316628
-5578.2,6.20806,-1.47841
-5578.1,-7.73984,1.84338
-5578,-3.82533,0.911169
-5577.9,2.57843,-0.614231
-5577.8,-0.23867,0.056855
-5577.7,2.06277,-0.491496
-5577.6,-0.0340075,0.00810367
-5577.5,1.76896,-0.42158
-5577.4,-0.732217,0.174527
-5577.3,1.32902,-0.316799
-5577.2,-4.81116,1.14696
-5577.1,-7.73931,1.84522
-5577,10.9042,-2.60009
-5576.9,2.57894,-0.615005
-5576.8,4.74589,-1.13188
-5576.7,2.06274,-0.492011
-5576.6,3.86102,-0.921043
-5576.5,1.76865,-0.421954
-5576.4,3.9235,-0.936144
-5576.3,1.32832,-0.31697
-5576.2,6.20368,-1.4805
-5576.1,-7.73878,1.84705
-5576,-3.82375,0.912731
-5575.9,2.57944,-0.615779
-5575.8,-0.238261,0.0568933
-5575.7,2.06271,-0.492527
-5575.6,-0.0341427,0.00815335
-5575.5,1.76834,-0.422328
-5575.4,-0.732735,0.175022
-5575.3,1.32763,-0.317141
-5575.2,-4.81148,1.14948
-5575.1,-7.73825,1.84889
-5575,10.9093,-2.60681
-5574.9,2.57995,-0.616553
-5574.8,4.74612,-1.13434
-5574.7,2.06268,-0.493042
-5574.6,3.86046,-0.922859
-5574.5,1.76803,-0.422702
-5574.4,3.92216,-0.937809
-5574.3,1.32693,-0.317311
-5574.2,6.1993,-1.4826
-5574.1,-7.73772,1.85072
-5574,-3.82218,0.914291
-5573.9,2.58045,-0.617327
-5573.8,-0.237841,0.0568933
-5573.7,2.06265,-0.493557
-5573.6,-0.0342782,0.00820294
-5573.5,1.76772,-0.423075
-5573.4,-0.733242,0.175503
-5573.3,1.32624,-0.317481
-5573.2,-4.8118,1.15199
-5573.1,-7.73719,1.85255
-5573,10.9143,-2.61355
-5572.9,2.58096,-0.618103
-5572.8,4.74635,-1.1368
-5572.7,2.06262,-0.494073
-5572.6,3.85989,-0.924683
-5572.5,1.76741,-0.423449
-5572.4,3.92081,-0.939475
-5572.3,1.32554,-0.31765
-5572.2,6.19492,-1.4847
-5572.1,-7.73666,1.85439
-5572,-3.8206,0.915851
-5571.9,2.58146,-0.618878
-5571.8,-0.237418,0.0569351
-5571.7,2.06259,-0.494588
-5571.6,-0.0344141,0.00825328
-5571.5,1.7671,-0.423822
-5571.4,-0.733767,0.176009
-5571.3,1.32485,-0.31782
-5571.2,-4.81212,1.15451
-5571.1,-7.73613,1.85622
-5571,10.9194,-2.6203
-5570.9,2.58197,-0.619653
-5570.8,4.74658,-1.13926
-5570.7,2.06256,-0.495104
-5570.6,3.85933,-0.926502
-5570.5,1.76679,-0.424196
-5570.4,3.91946,-0.941139
-5570.3,1.32415,-0.317988
-5570.2,6.19055,-1.48678
-5570.1,-7.73559,1.85805
-5570,-3.81902,0.917409
-5569.9,2.58247,-0.62043
-5569.8,-0.237005,0.0569475
-5569.7,2.06253,-0.495619
-5569.6,-0.0345505,0.0083032
-5569.5,1.76648,-0.424569
-5569.4,-0.73429,0.176507
-5569.3,1.32346,-0.318157
-5569.2,-4.81244,1.15702
-5569.1,-7.73506,1.85989
-5569,10.9244,-2.62705
-5568.9,2.58298,-0.621205
-5568.8,4.7468,-1.14172
-5568.7,2.0625,-0.496134
-5568.6,3.85876,-0.928318
-5568.5,1.76617,-0.424942
-5568.4,3.91811,-0.942801
-5568.3,1.32276,-0.318325
-5568.2,6.18617,-1.48887
-5568.1,-7.73453,1.86172
-5568,-3.81745,0.918966
-5567.9,2.58348,-0.621981
-5567.8,-0.236587,0.0569675
-5567.7,2.06246,-0.49665
-5567.6,-0.0346868,0.00835332
-5567.5,1.76586,-0.425315
-5567.4,-0.734814,0.177007
-5567.3,1.32207,-0.318493
-5567.2,-4.81275,1.15954
-5567.1,-7.73399,1.86355
-5567,10.9295,-2.6338
-5566.9,2.58399,-0.622758
-5566.8,4.74702,-1.14419
-5566.7,2.06243,-0.497165
-5566.6,3.8582,-0.930138
-5566.5,1.76554,-0.425687
-5566.4,3.91676,-0.944463
-5566.3,1.32137,-0.318661
-5566.2,6.18179,-1.49095
-5566.1,-7.73346,1.86538
-5566,-3.81587,0.920521
-5565.9,2.58449,-0.623535
-5565.8,-0.236166,0.0569868
-5565.7,2.0624,-0.49768
-5565.6,-0.0348229,0.00840387
-5565.5,1.76523,-0.42606
-5565.4,-0.735323,0.177498
-5565.3,1.32068,-0.318828
-5565.2,-4.81307,1.16206
-5565.1,-7.73292,1.86722
-5565,10.9345,-2.64056
-5564.9,2.58499,-0.624313
-5564.8,4.74725,-1.14665
-5564.7,2.06237,-0.498196
-5564.6,3.85763,-0.931965
-5564.5,1.76492,-0.426432
-5564.4,3.91541,-0.946124
-5564.3,1.31998,-0.318995
-5564.2,6.17742,-1.49303
-5564.1,-7.73239,1.86905
-5564,-3.81429,0.922075
-5563.9,2.5855,-0.62509
-5563.8,-0.235755,0.0570126
-5563.7,2.06234,-0.498711
-5563.6,-0.0349602,0.00845468
-5563.5,1.76461,-0.426805
-5563.4,-0.735849,0.177997
-5563.3,1.31929,-0.319162
-5563.2,-4.81338,1.16458
-5563.1,-7.73185,1.87088
-5563,10.9396,-2.64733
-5562.9,2.586,-0.625868
-5562.8,4.74747,-1.14911
-5562.7,2.0623,-0.499226
-5562.6,3.85705,-0.933777
-5562.5,1.7643,-0.427176
-5562.4,3.91406,-0.947783
-5562.3,1.31859,-0.319328
-5562.2,6.17305,-1.49512
-5562.1,-7.73131,1.87271
-5562,-3.81271,0.923627
-5561.9,2.5865,-0.626646
-5561.8,-0.235346,0.0570188
-5561.7,2.06227,-0.499742
-5561.6,-0.035097,0.0085057
-5561.5,1.76398,-0.427548
-5561.4,-0.736369,0.178496
-5561.3,1.3179,-0.319495
-5561.2,-4.81369,1.16709
-5561.1,-7.73078,1.87454
-5561,10.9446,-2.6541
-5560.9,2.58701,-0.627424
-5560.8,4.74768,-1.15157
-5560.7,2.06224,-0.500257
-5560.6,3.85648,-0.935608
-5560.5,1.76367,-0.427921
-5560.4,3.91271,-0.949442
-5560.3,1.3172,-0.319661
-5560.2,6.16867,-1.49718
-5560.1,-7.73024,1.87638
-5560,-3.81112,0.925178
-5559.9,2.58751,-0.628203
-5559.8,-0.234923,0.0570402
-5559.7,2.0622,-0.500772
-5559.6,-0.0352343,0.00855681
-5559.5,1.76336,-0.428293
-5559.4,-0.736883,0.178996
-5559.3,1.31651,-0.319826
-5559.2,-4.814,1.16961
-5559.1,-7.7297,1.87821
-5559,10.9497,-2.66089
-5558.9,2.58801,-0.628981
-5558.8,4.7479,-1.15403
-5558.7,2.06217,-0.501287
-5558.6,3.85591,-0.937428
-5558.5,1.76305,-0.428664
-5558.4,3.91136,-0.951099
-5558.3,1.31581,-0.319991
-5558.2,6.1643,-1.49925
-5558.1,-7.72916,1.88004
-5558,-3.80954,0.926728
-5557.9,2.58851,-0.629761
-5557.8,-0.23451,0.0570641
-5557.7,2.06214,-0.501802
-5557.6,-0.0353719,0.00860825
-5557.5,1.76273,-0.429036
-5557.4,-0.737401,0.179493
-5557.3,1.31512,-0.320156
-5557.2,-4.81431,1.17213
-5557.1,-7.72862,1.88187
-5557,10.9547,-2.66768
-5556.9,2.58902,-0.63054
-5556.8,4.74812,-1.1565
-5556.7,2.0621,-0.502317
-5556.6,3.85533,-0.939247
-5556.5,1.76242,-0.429407
-5556.4,3.91,-0.952756
-5556.3,1.31442,-0.320321
-5556.2,6.15994,-1.50132
-5556.1,-7.72808,1.8837
-5556,-3.80796,0.928277
-5555.9,2.58952,-0.63132
-5555.8,-0.234101,0.0570784
-5555.7,2.06207,-0.502833
-5555.6,-0.0355096,0.00865993
-5555.5,1.76211,-0.429778
-5555.4,-0.737924,0.180003
-5555.3,1.31373,-0.320485
-5555.2,-4.81462,1.17465
-5555.1,-7.72754,1.88553
-5555,10.9598,-2.67448
-5554.9,2.59002,-0.6321
-5554.8,4.74833,-1.15896
-5554.7,2.06203,-0.503348
-5554.6,3.85475,-0.941059
-5554.5,1.7618,-0.430149
-5554.4,3.90865,-0.95441
-5554.3,1.31303,-0.320649
-5554.2,6.15559,-1.50335
-5554.1,-7.727,1.88736
-5554,-3.80637,0.929824
-5553.9,2.59052,-0.63288
-5553.8,-0.23369,0.0570943
-5553.7,2.062,-0.503864
-5553.6,-0.0356475,0.00871149
-5553.5,1.76148,-0.43052
-5553.4,-0.738441,0.180493
-5553.3,1.31234,-0.320813
-5553.2,-4.81493,1.17717
-5553.1,-7.72646,1.88919
-5553,10.9648,-2.68128
-5552.9,2.59102,-0.63366
-5552.8,4.74855,-1.16143
-5552.7,2.06196,-0.504379
-5552.6,3.85418,-0.942871
-5552.5,1.76117,-0.430891
-5552.4,3.90729,-0.956065
-5552.3,1.31165,-0.320976
-5552.2,6.15121,-1.50544
-5552.1,-7.72591,1.89102
-5552,-3.80479,0.931369
-5551.9,2.59152,-0.634441
-5551.8,-0.233274,0.0571146
-5551.7,2.06193,-0.504894
-5551.6,-0.0357864,0.00876361
-5551.5,1.76086,-0.431261
-5551.4,-0.738969,0.181002
-5551.3,1.31095,-0.321139
-5551.2,-4.81523,1.17969
-5551.1,-7.72537,1.89285
-5551,10.9699,-2.68808
-5550.9,2.59202,-0.635222
-5550.8,4.74876,-1.16389
-5550.7,2.06189,-0.505409
-5550.6,3.85361,-0.944698
-5550.5,1.76054,-0.431632
-5550.4,3.90594,-0.957718
-5550.3,1.31026,-0.321302
-5550.2,6.14684,-1.50748
-5550.1,-7.72483,1.89468
-5550,-3.8032,0.932914
-5549.9,2.59252,-0.636003
-5549.8,-0.232861,0.0571382
-5549.7,2.06186,-0.505924
-5549.6,-0.0359246,0.00881582
-5549.5,1.76023,-0.432002
-5549.4,-0.739473,0.181502
-5549.3,1.30956,-0.321465
-5549.2,-4.81553,1.18221
-5549.1,-7.72429,1.89651
-5549,10.9749,-2.6949
-5548.9,2.59302,-0.636785
-5548.8,4.74897,-1.16636
-5548.7,2.06182,-0.50644
-5548.6,3.85303,-0.946514
-5548.5,1.75991,-0.432373
-5548.4,3.90458,-0.95937
-5548.3,1.30887,-0.321626
-5548.2,6.14248,-1.50954
-5548.1,-7.72374,1.89834
-5548,-3.80162,0.934457
-5547.9,2.59352,-0.637567
-5547.8,-0.232445,0.0571406
-5547.7,2.06179,-0.506955
-5547.6,-0.0360626,0.00886828
-5547.5,1.7596,-0.432742
-5547.4,-0.739995,0.182006
-5547.3,1.30817,-0.321788
-5547.2,-4.81583,1.18474
-5547.1,-7.7232,1.90017
-5547,10.98,-2.70172
-5546.9,2.59402,-0.63835
-5546.8,4.74918,-1.16882
-5546.7,2.06175,-0.507471
-5546.6,3.85245,-0.948326
-5546.5,1.75929,-0.433112
-5546.4,3.90322,-0.96102
-5546.3,1.30748,-0.32195
-5546.2,6.13811,-1.51159
-5546.1,-7.72265,1.902
-5546,-3.80003,0.935999
-5545.9,2.59452,-0.639132
-5545.8,-0.23203,0.0571597
-5545.7,2.06171,-0.507986
-5545.6,-0.0362022,0.00892064
-5545.5,1.75897,-0.433482
-5545.4,-0.740518,0.182513
-5545.3,1.30678,-0.322111
-5545.2,-4.81613,1.18726
-5545.1,-7.72211,1.90383
-5545,10.985,-2.70855
-5544.9,2.59502,-0.639915
-5544.8,4.74938,-1.17129
-5544.7,2.06168,-0.508501
-5544.6,3.85186,-0.950146
-5544.5,1.75866,-0.433852
-5544.4,3.90187,-0.96267
-5544.3,1.30609,-0.322272
-5544.2,6.13376,-1.51364
-5544.1,-7.72156,1.90566
-5544,-3.79844,0.937539
-5543.9,2.59552,-0.640698
-5543.8,-0.231621,0.0571792
-5543.7,2.06164,-0.509016
-5543.6,-0.0363417,0.00897372
-5543.5,1.75834,-0.434222
-5543.4,-0.741057,0.183029
-5543.3,1.30539,-0.322432
-5543.2,-4.81643,1.18978
-5543.1,-7.72101,1.90748
-5543,10.99,-2.71538
-5542.9,2.59602,-0.641481
-5542.8,4.74959,-1.17375
-5542.7,2.0616,-0.509531
-5542.6,3.85128,-0.951954
-5542.5,1.75803,-0.434591
-5542.4,3.90051,-0.964319
-5542.3,1.3047,-0.322593
-5542.2,6.1294,-1.51568
-5542.1,-7.72046,1.90931
-5542,-3.79685,0.939077
-5541.9,2.59652,-0.642265
-5541.8,-0.23121,0.0572004
-5541.7,2.06157,-0.510046
-5541.6,-0.0364811,0.00902638
-5541.5,1.75771,-0.43496
-5541.4,-0.741543,0.183497
-5541.3,1.30401,-0.322753
-5541.2,-4.81672,1.1923
-5541.1,-7.71992,1.91114
-5541,10.9951,-2.72222
-5540.9,2.59702,-0.643048
-5540.8,4.74979,-1.17622
-5540.7,2.06153,-0.510562
-5540.6,3.85071,-0.953773
-5540.5,1.7574,-0.435329
-5540.4,3.89915,-0.965966
-5540.3,1.30331,-0.322912
-5540.2,6.12504,-1.51771
-5540.1,-7.71937,1.91297
-5540,-3.79526,0.940615
-5539.9,2.59752,-0.643833
-5539.8,-0.230802,0.0572152
-5539.7,2.06149,-0.511077
-5539.6,-0.0366204,0.00908014
-5539.5,1.75708,-0.435698
-5539.4,-0.742062,0.184036
-5539.3,1.30262,-0.323072
-5539.2,-4.81702,1.19483
-5539.1,-7.71882,1.9148
-5539,11.0001,-2.72907
-5538.9,2.59801,-0.644617
-5538.8,4.75,-1.17869
-5538.7,2.06146,-0.511592
-5538.6,3.85013,-0.955582
-5538.5,1.75677,-0.436067
-5538.4,3.89779,-0.967613
-5538.3,1.30192,-0.323231
-5538.2,6.12068,-1.51974
-5538.1,-7.71827,1.91662
-5538,-3.79367,0.942151
-5537.9,2.59851,-0.645402
-5537.8,-0.230388,0.0572307
-5537.7,2.06142,-0.512107
-5537.6,-0.036761,0.00913298
-5537.5,1.75645,-0.436435
-5537.4,-0.742593,0.184538
-5537.3,1.30123,-0.32339
-5537.2,-4.81731,1.19735
-5537.1,-7.71772,1.91845
-5537,11.0052,-2.73593
-5536.9,2.59901,-0.646187
-5536.8,4.7502,-1.18115
-5536.7,2.06138,-0.512623
-5536.6,3.84953,-0.95739
-5536.5,1.75614,-0.436804
-5536.4,3.89643,-0.969258
-5536.3,1.30053,-0.323548
-5536.2,6.11632,-1.52178
-5536.1,-7.71717,1.92028
-5536,-3.79208,0.943686
-5535.9,2.59951,-0.646972
-5535.8,-0.229971,0.0572422
-5535.7,2.06134,-0.513137
-5535.6,-0.0369006,0.0091866
-5535.5,1.75582,-0.437173
-5535.4,-0.743104,0.185036
-5535.3,1.29984,-0.323707
-5535.2,-4.8176,1.19988
-5535.1,-7.71662,1.92211
-5535,11.0102,-2.74278
-5534.9,2.6,-0.647758
-5534.8,4.7504,-1.18362
-5534.7,2.0613,-0.513653
-5534.6,3.84896,-0.959213
-5534.5,1.7555,-0.437541
-5534.4,3.89506,-0.970901
-5534.3,1.29915,-0.323864
-5534.2,6.11197,-1.52381
-5534.1,-7.71607,1.92393
-5534,-3.79048,0.945219
-5533.9,2.6005,-0.648543
-5533.8,-0.229564,0.0572624
-5533.7,2.06127,-0.514168
-5533.6,-0.0370412,0.00924057
-5533.5,1.75519,-0.437909
-5533.4,-0.743626,0.185545
-5533.3,1.29845,-0.324022
-5533.2,-4.81789,1.2024
-5533.1,-7.71552,1.92576
-5533,11.0153,-2.74965
-5532.9,2.601,-0.64933
-5532.8,4.7506,-1.18609
-5532.7,2.06123,-0.514683
-5532.6,3.84836,-0.960991
-5532.5,1.75487,-0.438277
-5532.4,3.8937,-0.972544
-5532.3,1.29776,-0.324179
-5532.2,6.10761,-1.52583
-5532.1,-7.71496,1.92759
-5532,-3.78889,0.946751
-5531.9,2.60149,-0.650116
-5531.8,-0.229157,0.0572703
-5531.7,2.06119,-0.515198
-5531.6,-0.0371817,0.00929442
-5531.5,1.75456,-0.438644
-5531.4,-0.744133,0.186054
-5531.3,1.29706,-0.324336
-5531.2,-4.81818,1.20493
-5531.1,-7.71441,1.92941
-5531,11.0203,-2.75652
-5530.9,2.60199,-0.650903
-5530.8,4.7508,-1.18856
-5530.7,2.06115,-0.515713
-5530.6,3.84773,-0.96299
-5530.5,1.75424,-0.439013
-5530.4,3.89234,-0.974187
-5530.3,1.29637,-0.324492
-5530.2,6.10326,-1.52785
-5530.1,-7.71386,1.93124
-5530,-3.78729,0.948282
-5529.9,2.60249,-0.65169
-5529.8,-0.228744,0.0572851
-5529.7,2.06111,-0.516229
-5529.6,-0.0373228,0.00934887
-5529.5,1.75392,-0.439379
-5529.4,-0.744659,0.186567
-5529.3,1.29568,-0.324649
-5529.2,-4.81846,1.20745
-5529.1,-7.7133,1.93306
-5529,11.0254,-2.7634
-5528.9,2.60298,-0.652477
-5528.8,4.75099,-1.19103
-5528.7,2.06107,-0.516744
-5528.6,3.84724,-0.964497
-5528.5,1.75361,-0.439747
-5528.4,3.89097,-0.975827
-5528.3,1.29498,-0.324805
-5528.2,6.09891,-1.52987
-5528.1,-7.71275,1.93489
-5528,-3.7857,0.949812
-5527.9,2.60348,-0.653264
-5527.8,-0.228337,0.0572963
-5527.7,2.06103,-0.517259
-5527.6,-0.0374638,0.00940359
-5527.5,1.75329,-0.440115
-5527.4,-0.745169,0.18707
-5527.3,1.29429,-0.324961
-5527.2,-4.81875,1.20998
-5527.1,-7.71219,1.93672
-5527,11.0304,-2.77029
-5526.9,2.60397,-0.654052
-5526.8,4.75118,-1.1935
-5526.7,2.06099,-0.517774
-5526.6,3.8466,-0.966499
-5526.5,1.75297,-0.440481
-5526.4,3.88961,-0.977468
-5526.3,1.29359,-0.325116
-5526.2,6.09456,-1.53189
-5526.1,-7.71164,1.93854
-5526,-3.7841,0.95134
-5525.9,2.60447,-0.65484
-5525.8,-0.227926,0.0573168
-5525.7,2.06095,-0.518289
-5525.6,-0.037605,0.00945795
-5525.5,1.75266,-0.440849
-5525.4,-0.745688,0.187588
-5525.3,1.2929,-0.325271
-5525.2,-4.81903,1.21251
-5525.1,-7.71108,1.94037
-5525,11.0355,-2.77718
-5524.9,2.60496,-0.655629
-5524.8,4.75138,-1.19597
-5524.7,2.06091,-0.518805
-5524.6,3.846,-0.968277
-5524.5,1.75234,-0.441215
-5524.4,3.88824,-0.979106
-5524.3,1.29221,-0.325426
-5524.2,6.09021,-1.5339
-5524.1,-7.71052,1.94219
-5524,-3.78251,0.952866
-5523.9,2.60546,-0.656417
-5523.8,-0.227521,0.0573268
-5523.7,2.06087,-0.519319
-5523.6,-0.0377467,0.00951278
-5523.5,1.75202,-0.441583
-5523.4,-0.746202,0.188089
-5523.3,1.29151,-0.32558
-5523.2,-4.81931,1.21503
-5523.1,-7.70997,1.94402
-5523,11.0405,-2.78407
-5522.9,2.60595,-0.657206
-5522.8,4.75157,-1.19844
-5522.7,2.06083,-0.519835
-5522.6,3.84541,-0.970085
-5522.5,1.75171,-0.441948
-5522.4,3.88688,-0.980744
-5522.3,1.29082,-0.325734
-5522.2,6.08587,-1.53591
-5522.1,-7.70941,1.94584
-5522,-3.78091,0.954391
-5521.9,2.60645,-0.657995
-5521.8,-0.227115,0.057337
-5521.7,2.06079,-0.52035
-5521.6,-0.0378889,0.00956798
-5521.5,1.75139,-0.442315
-5521.4,-0.74672,0.188607
-5521.3,1.29012,-0.325888
-5521.2,-4.81959,1.21756
-5521.1,-7.70885,1.94767
-5521,11.0456,-2.79098
-5520.9,2.60694,-0.658784
-5520.8,4.75176,-1.20091
-5520.7,2.06075,-0.520865
-5520.6,3.84482,-0.971905
-5520.5,1.75107,-0.442682
-5520.4,3.88551,-0.98238
-5520.3,1.28943,-0.326042
-5520.2,6.08152,-1.53791
-5520.1,-7.70829,1.94949
-5520,-3.77931,0.955915
-5519.9,2.60743,-0.659574
-5519.8,-0.226696,0.0573435
-5519.7,2.06071,-0.521379
-5519.6,-0.0380309,0.00962263
-5519.5,1.75075,-0.443047
-5519.4,-0.747237,0.189113
-5519.3,1.28874,-0.326195
-5519.2,-4.81987,1.22009
-5519.1,-7.70773,1.95131
-5519,11.0506,-2.7979
-5518.9,2.60793,-0.660364
-5518.8,4.75195,-1.20338
-5518.7,2.06066,-0.521894
-5518.6,3.84423,-0.973705
-5518.5,1.75043,-0.443414
-5518.4,3.88414,-0.984015
-5518.3,1.28804,-0.326348
-5518.2,6.07718,-1.53991
-5518.1,-7.70717,1.95314
-5518,-3.77771,0.957437
-5517.9,2.60842,-0.661154
-5517.8,-0.226272,0.0573752
-5517.7,2.06062,-0.52241
-5517.6,-0.0381732,0.00967884
-5517.5,1.75012,-0.443779
-5517.4,-0.747758,0.189625
-5517.3,1.28735,-0.326501
-5517.2,-4.82015,1.22262
-5517.1,-7.70661,1.95496
-5517,11.0557,-2.80481
-5516.9,2.60891,-0.661945
-5516.8,4.75213,-1.20585
-5516.7,2.06058,-0.522925
-5516.6,3.84362,-0.975525
-5516.5,1.7498,-0.444145
-5516.4,3.88277,-0.985649
-5516.3,1.28666,-0.326653
-5516.2,6.07283,-1.54191
-5516.1,-7.70605,1.95679
-5516,-3.77611,0.958958
-5515.9,2.60941,-0.662735
-5515.8,-0.225914,0.0573778
-5515.7,2.06054,-0.52344
-5515.6,-0.0383159,0.00973415
-5515.5,1.74948,-0.444511
-5515.4,-0.748268,0.190138
-5515.3,1.28596,-0.326805
-5515.2,-4.82042,1.22515
-5515.1,-7.70549,1.95861
-5515,11.0607,-2.81174
-5514.9,2.6099,-0.663527
-5514.8,4.75232,-1.20833
-5514.7,2.0605,-0.523955
-5514.6,3.84303,-0.977318
-5514.5,1.74916,-0.444877
-5514.4,3.8814,-0.987283
-5514.3,1.28527,-0.326957
-5514.2,6.06849,-1.54391
-5514.1,-7.70493,1.96043
-5514,-3.77451,0.960478
-5513.9,2.61039,-0.664318
-5513.8,-0.22548,0.0573883
-5513.7,2.06045,-0.52447
-5513.6,-0.0384586,0.00979024
-5513.5,1.74884,-0.445241
-5513.4,-0.748777,0.190653
-5513.3,1.28458,-0.327108
-5513.2,-4.82069,1.22768
-5513.1,-7.70437,1.96226
-5513,11.0658,-2.81867
-5512.9,2.61088,-0.66511
-5512.8,4.7525,-1.2108
-5512.7,2.06041,-0.524985
-5512.6,3.84243,-0.979137
-5512.5,1.74852,-0.445606
-5512.4,3.88003,-0.988914
-5512.3,1.28388,-0.327259
-5512.2,6.06415,-1.5459
-5512.1,-7.7038,1.96408
-5512,-3.77291,0.961996
-5511.9,2.61137,-0.665902
-5511.8,-0.225071,0.0574028
-5511.7,2.06037,-0.5255
-5511.6,-0.0386009,0.00984597
-5511.5,1.74821,-0.445972
-5511.4,-0.749295,0.19118
-5511.3,1.28319,-0.32741
-5511.2,-4.82097,1.23021
-5511.1,-7.70324,1.9659
-5511,11.0708,-2.8256
-5510.9,2.61187,-0.666694
