Frequency Samples,Real,Imag
3.6,-0.409368,3.69139
3.7,-0.0437949,0.384152
3.8,0.138474,-1.18234
3.9,-0.23615,1.96423
4,0.0360204,-0.292045
4.1,0.283967,-2.24561
4.2,-0.116083,0.895764
4.3,0.128587,-0.969054
4.4,0.523756,-3.85636
4.5,0.0135198,-0.0973071
4.6,0.283547,-1.99581
4.7,1.1474,-7.90208
4.8,0.301738,-2.03415
4.9,0.965451,-6.37375
5,19.8311,-128.263
5.1,-1.12187,7.11145
5.2,-0.42092,2.61602
5.3,-1.3875,8.45777
5.4,-0.207633,1.2417
5.5,0.0257229,-0.150994
5.6,-0.62518,3.603
5.7,-0.0398767,0.225702
5.8,0.223912,-1.24501
5.9,-0.342585,1.87192
6,0.0807003,-0.43344
6.1,0.433468,-2.28911
6.2,-0.157892,0.820058
6.3,0.214157,-1.09417
6.4,0.765367,-3.84776
6.5,0.0265598,-0.131417
6.6,0.42952,-2.09219
6.7,1.60281,-7.68742
6.8,0.399463,-1.88692
6.9,1.32139,-6.14858
7,19.67,-90.1792
7.1,-1.5866,7.16827
7.2,-0.604317,2.69114
7.3,-1.92602,8.45553
7.4,-0.241703,1.04627
7.5,0.0496826,-0.212096
7.6,-0.830584,3.49743
7.7,-0.0159472,0.0662476
7.8,0.317689,-1.30213
7.9,-0.438334,1.77299
8,0.14261,-0.569333
8.1,0.588751,-2.3202
8.2,-0.191364,0.744556
8.3,0.314355,-1.20771
8.4,1.00652,-3.81879
8.5,0.0425682,-0.159521
8.6,0.585766,-2.16832
8.7,2.03508,-7.4426
8.8,0.479668,-1.7333
8.9,1.65297,-5.90255
9,19.4567,-68.6654
9.1,-2.06153,7.19127
9.2,-0.797381,2.74964
9.3,-2.46784,8.41339
9.4,-0.249294,0.840349
9.5,0.0825391,-0.275131
9.6,-1.02403,3.37578
9.7,0.0282627,-0.0921505
9.8,0.419415,-1.3527
9.9,-0.522985,1.66861
10,0.221116,-0.697972
10.1,0.748653,-2.33824
10.2,-0.216824,0.67011
10.3,0.427768,-1.30834
10.4,1.24529,-3.76955
10.5,0.0605783,-0.181503
10.6,0.749812,-2.2238
10.7,2.44203,-7.16988
10.8,0.541876,-1.57512
10.9,1.95897,-5.63803
11,19.1924,-54.695
11.1,-2.54399,7.17934
11.2,-0.998476,2.79055
11.3,-3.00973,8.33096
11.4,-0.228459,0.626355
11.5,0.124863,-0.339096
11.6,-1.2041,3.23934
11.7,0.092823,-0.247392
11.8,0.528592,-1.39576
11.9,-0.59625,1.55996
12,0.315414,-0.81768
12.1,0.911941,-2.34269
12.2,-0.234705,0.597509
12.3,0.552871,-1.39489
12.4,1.47979,-3.70033
12.5,0.0796342,-0.197373
12.6,0.919299,-2.25847
12.7,2.82168,-6.87169
12.8,0.585786,-1.41421
12.9,2.2384,-5.35742
13,18.8789,-44.7982
13.1,-3.03119,7.13156
13.2,-1.20588,2.8131
13.3,-3.5484,8.20816
13.4,-0.177392,0.406908
13.5,0.17712,-0.402908
13.6,-1.36948,3.08949
13.7,0.177597,-0.397359
13.8,0.644594,-1.43044
13.9,-0.657973,1.44823
14,0.424534,-0.926863
14.1,1.07732,-2.33312
14.2,-0.245529,0.527472
14.3,0.688049,-1.46638
14.4,1.70816,-3.6116
14.5,0.0988004,-0.207249
14.6,1.09186,-2.27238
14.7,3.17231,-6.5506
14.8,0.611288,-1.25246
14.9,2.49047,-5.06322
15,18.5179,-37.3578
15.1,-3.52025,7.04729
15.2,-1.4178,2.81668
15.3,-4.08059,8.04518
15.4,-0.0944688,0.184847
15.5,0.239661,-0.465408
15.6,-1.51902,2.92775
15.7,0.282242,-0.539933
15.8,0.766737,-1.45588
15.9,-0.708117,1.33463
16,0.547357,-1.02403
16.1,1.24344,-2.30925
16.2,-0.249857,0.460625
16.3,0.831609,-1.52197
16.4,1.92859,-3.50402
16.5,0.11718,-0.211366
16.6,1.26526,-2.2658
16.7,3.49241,-6.20932
16.8,0.618453,-1.09172
16.9,2.71464,-4.75792
17,18.1117,-31.5191
17.1,-4.00823,6.92609
17.2,-1.63239,2.80085
17.3,-4.60302,7.84247
17.4,0.0217336,-0.03677
17.5,0.312715,-0.525382
17.6,-1.65172,2.75574
17.7,0.406204,-0.673019
17.8,0.894157,-1.47126
17.9,-0.746771,1.2203
18,0.682617,-1.10782
18.1,1.40894,-2.27093
18.2,-0.24833,0.397525
18.3,0.981801,-1.56101
18.4,2.13935,-3.3784
18.5,0.133924,-0.21006
18.6,1.4373,-2.23922
18.7,3.78076,-5.85063
18.8,0.607535,-0.933848
18.9,2.91059,-4.44401
19,17.6626,-26.7883
19.1,-4.49212,6.76779
19.2,-1.84776,2.76537
19.3,-5.11249,7.6008
19.4,0.172444,-0.254683
19.5,0.39638,-0.581565
19.6,-1.76675,2.57515
19.7,0.548722,-0.794559
19.8,1.02597,-1.47592
19.9,-0.774148,1.1064
20,0.828922,-1.17698
20.1,1.5724,-2.21815
20.2,-0.241632,0.338654
20.3,1.13684,-1.58303
20.4,2.33878,-3.23573
20.5,0.148238,-0.20377
20.6,1.60591,-2.19332
